index,0,1,2,3
48,F1愚,F1愚,F3愚,1.7良
49,F1愚,F1愚,F3愚,2良
50,F1愚,F1愚,F3愚,α良
51,F1愚,F1愚,F3愚,β良
52,F1愚,F1愚,F3愚,γ良
53,F1愚,F1愚,F3愚,δ良
54,F1愚,F1愚,F1良,F2愚
55,F1愚,F1愚,F1良,F3愚
56,F1愚,F1愚,F1良,F1良
57,F1愚,F1愚,F1良,F2良
58,F1愚,F1愚,F1良,F3良
59,F1愚,F1愚,F1良,1愚
60,F1愚,F1愚,F1良,1.7愚
61,F1愚,F1愚,F1良,2愚
62,F1愚,F1愚,F1良,α愚
63,F1愚,F1愚,F1良,β愚
64,F1愚,F1愚,F1良,γ愚
65,F1愚,F1愚,F1良,δ愚
66,F1愚,F1愚,F1良,1良
67,F1愚,F1愚,F1良,1.7良
68,F1愚,F1愚,F1良,2良
69,F1愚,F1愚,F1良,α良
70,F1愚,F1愚,F1良,β良
71,F1愚,F1愚,F1良,γ良
72,F1愚,F1愚,F1良,δ良
73,F1愚,F1愚,F2良,F3愚
74,F1愚,F1愚,F2良,F2良
75,F1愚,F1愚,F2良,F3良
76,F1愚,F1愚,F2良,1愚
77,F1愚,F1愚,F2良,1.7愚
78,F1愚,F1愚,F2良,2愚
79,F1愚,F1愚,F2良,α愚
80,F1愚,F1愚,F2良,β愚
81,F1愚,F1愚,F2良,γ愚
82,F1愚,F1愚,F2良,δ愚
83,F1愚,F1愚,F2良,1良
84,F1愚,F1愚,F2良,1.7良
85,F1愚,F1愚,F2良,2良
86,F1愚,F1愚,F2良,α良
87,F1愚,F1愚,F2良,β良
88,F1愚,F1愚,F2良,γ良
89,F1愚,F1愚,F2良,δ良
90,F1愚,F1愚,F3良,F3良
91,F1愚,F1愚,F3良,1愚
92,F1愚,F1愚,F3良,1.7愚
93,F1愚,F1愚,F3良,2愚
94,F1愚,F1愚,F3良,α愚
95,F1愚,F1愚,F3良,β愚
96,F1愚,F1愚,F3良,γ愚
97,F1愚,F1愚,F3良,δ愚
98,F1愚,F1愚,F3良,1良
99,F1愚,F1愚,F3良,1.7良
100,F1愚,F1愚,F3良,2良
101,F1愚,F1愚,F3良,α良
102,F1愚,F1愚,F3良,β良
103,F1愚,F1愚,F3良,γ良
104,F1愚,F1愚,F3良,δ良
105,F1愚,F1愚,1愚,F2愚
106,F1愚,F1愚,1愚,F3愚
107,F1愚,F1愚,1愚,F2良
108,F1愚,F1愚,1愚,F3良
109,F1愚,F1愚,1愚,1愚
110,F1愚,F1愚,1愚,1.7愚
111,F1愚,F1愚,1愚,2愚
112,F1愚,F1愚,1愚,α愚
113,F1愚,F1愚,1愚,β愚
114,F1愚,F1愚,1愚,γ愚
115,F1愚,F1愚,1愚,δ愚
116,F1愚,F1愚,1愚,1良
117,F1愚,F1愚,1愚,1.7良
118,F1愚,F1愚,1愚,2良
119,F1愚,F1愚,1愚,α良
120,F1愚,F1愚,1愚,β良
121,F1愚,F1愚,1愚,γ良
122,F1愚,F1愚,1愚,δ良
123,F1愚,F1愚,1.7愚,F2愚
124,F1愚,F1愚,1.7愚,F3愚
125,F1愚,F1愚,1.7愚,F2良
126,F1愚,F1愚,1.7愚,F3良
127,F1愚,F1愚,1.7愚,1.7愚
128,F1愚,F1愚,1.7愚,2愚
129,F1愚,F1愚,1.7愚,α愚
130,F1愚,F1愚,1.7愚,β愚
131,F1愚,F1愚,1.7愚,γ愚
132,F1愚,F1愚,1.7愚,δ愚
133,F1愚,F1愚,1.7愚,1.7良
134,F1愚,F1愚,1.7愚,2良
135,F1愚,F1愚,1.7愚,α良
136,F1愚,F1愚,1.7愚,β良
137,F1愚,F1愚,1.7愚,γ良
138,F1愚,F1愚,1.7愚,δ良
139,F1愚,F1愚,2愚,F3愚
140,F1愚,F1愚,2愚,F3良
141,F1愚,F1愚,2愚,2愚
142,F1愚,F1愚,2愚,α愚
143,F1愚,F1愚,2愚,β愚
144,F1愚,F1愚,2愚,γ愚
145,F1愚,F1愚,2愚,δ愚
146,F1愚,F1愚,2愚,2良
147,F1愚,F1愚,2愚,α良
148,F1愚,F1愚,2愚,β良
149,F1愚,F1愚,2愚,γ良
150,F1愚,F1愚,2愚,δ良
151,F1愚,F1愚,α愚,α愚
152,F1愚,F1愚,α愚,β愚
153,F1愚,F1愚,α愚,γ愚
154,F1愚,F1愚,α愚,δ愚
155,F1愚,F1愚,α愚,α良
156,F1愚,F1愚,α愚,β良
157,F1愚,F1愚,α愚,γ良
158,F1愚,F1愚,α愚,δ良
159,F1愚,F1愚,β愚,β愚
160,F1愚,F1愚,β愚,γ愚
161,F1愚,F1愚,β愚,δ愚
162,F1愚,F1愚,β愚,β良
163,F1愚,F1愚,β愚,γ良
164,F1愚,F1愚,β愚,δ良
165,F1愚,F1愚,γ愚,γ愚
166,F1愚,F1愚,γ愚,δ愚
167,F1愚,F1愚,γ愚,γ良
168,F1愚,F1愚,γ愚,δ良
169,F1愚,F1愚,δ愚,δ愚
170,F1愚,F1愚,δ愚,δ良
171,F1愚,F1愚,1良,F2愚
172,F1愚,F1愚,1良,F3愚
173,F1愚,F1愚,1良,F2良
174,F1愚,F1愚,1良,F3良
175,F1愚,F1愚,1良,1.7愚
176,F1愚,F1愚,1良,2愚
177,F1愚,F1愚,1良,α愚
178,F1愚,F1愚,1良,β愚
179,F1愚,F1愚,1良,γ愚
180,F1愚,F1愚,1良,δ愚
181,F1愚,F1愚,1良,1良
182,F1愚,F1愚,1良,1.7良
183,F1愚,F1愚,1良,2良
184,F1愚,F1愚,1良,α良
185,F1愚,F1愚,1良,β良
186,F1愚,F1愚,1良,γ良
187,F1愚,F1愚,1良,δ良
188,F1愚,F1愚,1.7良,F2愚
189,F1愚,F1愚,1.7良,F3愚
190,F1愚,F1愚,1.7良,F2良
191,F1愚,F1愚,1.7良,F3良
192,F1愚,F1愚,1.7良,2愚
193,F1愚,F1愚,1.7良,α愚
194,F1愚,F1愚,1.7良,β愚
195,F1愚,F1愚,1.7良,γ愚
196,F1愚,F1愚,1.7良,δ愚
197,F1愚,F1愚,1.7良,1.7良
198,F1愚,F1愚,1.7良,2良
199,F1愚,F1愚,1.7良,α良
200,F1愚,F1愚,1.7良,β良
201,F1愚,F1愚,1.7良,γ良
202,F1愚,F1愚,1.7良,δ良
203,F1愚,F1愚,2良,F3愚
204,F1愚,F1愚,2良,F3良
205,F1愚,F1愚,2良,α愚
206,F1愚,F1愚,2良,β愚
207,F1愚,F1愚,2良,γ愚
208,F1愚,F1愚,2良,δ愚
209,F1愚,F1愚,2良,2良
210,F1愚,F1愚,2良,α良
211,F1愚,F1愚,2良,β良
212,F1愚,F1愚,2良,γ良
213,F1愚,F1愚,2良,δ良
214,F1愚,F1愚,α良,β愚
215,F1愚,F1愚,α良,γ愚
216,F1愚,F1愚,α良,δ愚
217,F1愚,F1愚,α良,α良
218,F1愚,F1愚,α良,β良
219,F1愚,F1愚,α良,γ良
220,F1愚,F1愚,α良,δ良
221,F1愚,F1愚,β良,γ愚
222,F1愚,F1愚,β良,δ愚
223,F1愚,F1愚,β良,β良
224,F1愚,F1愚,β良,γ良
225,F1愚,F1愚,β良,δ良
226,F1愚,F1愚,γ良,δ愚
227,F1愚,F1愚,γ良,γ良
228,F1愚,F1愚,γ良,δ良
229,F1愚,F1愚,δ良,δ良
230,F1愚,F2愚,F2愚,F2愚
231,F1愚,F2愚,F2愚,F3愚
232,F1愚,F2愚,F2愚,F2良
233,F1愚,F2愚,F2愚,F3良
234,F1愚,F2愚,F2愚,1愚
235,F1愚,F2愚,F2愚,1.7愚
236,F1愚,F2愚,F2愚,2愚
237,F1愚,F2愚,F2愚,α愚
238,F1愚,F2愚,F2愚,β愚
239,F1愚,F2愚,F2愚,γ愚
240,F1愚,F2愚,F2愚,δ愚
241,F1愚,F2愚,F2愚,1良
242,F1愚,F2愚,F2愚,1.7良
243,F1愚,F2愚,F2愚,2良
244,F1愚,F2愚,F2愚,α良
245,F1愚,F2愚,F2愚,β良
246,F1愚,F2愚,F2愚,γ良
247,F1愚,F2愚,F2愚,δ良
248,F1愚,F2愚,F3愚,F3愚
249,F1愚,F2愚,F3愚,F3良
250,F1愚,F2愚,F3愚,1愚
251,F1愚,F2愚,F3愚,1.7愚
252,F1愚,F2愚,F3愚,2愚
253,F1愚,F2愚,F3愚,α愚
254,F1愚,F2愚,F3愚,β愚
255,F1愚,F2愚,F3愚,γ愚
256,F1愚,F2愚,F3愚,δ愚
257,F1愚,F2愚,F3愚,1良
258,F1愚,F2愚,F3愚,1.7良
259,F1愚,F2愚,F3愚,2良
260,F1愚,F2愚,F3愚,α良
261,F1愚,F2愚,F3愚,β良
262,F1愚,F2愚,F3愚,γ良
263,F1愚,F2愚,F3愚,δ良
264,F1愚,F2愚,F2良,F3愚
265,F1愚,F2愚,F2良,F2良
266,F1愚,F2愚,F2良,F3良
267,F1愚,F2愚,F2良,1愚
268,F1愚,F2愚,F2良,1.7愚
269,F1愚,F2愚,F2良,2愚
270,F1愚,F2愚,F2良,α愚
271,F1愚,F2愚,F2良,β愚
272,F1愚,F2愚,F2良,γ愚
273,F1愚,F2愚,F2良,δ愚
274,F1愚,F2愚,F2良,1良
275,F1愚,F2愚,F2良,1.7良
276,F1愚,F2愚,F2良,2良
277,F1愚,F2愚,F2良,α良
278,F1愚,F2愚,F2良,β良
279,F1愚,F2愚,F2良,γ良
280,F1愚,F2愚,F2良,δ良
281,F1愚,F2愚,F3良,F3良
282,F1愚,F2愚,F3良,1愚
283,F1愚,F2愚,F3良,1.7愚
284,F1愚,F2愚,F3良,2愚
285,F1愚,F2愚,F3良,α愚
286,F1愚,F2愚,F3良,β愚
287,F1愚,F2愚,F3良,γ愚
288,F1愚,F2愚,F3良,δ愚
289,F1愚,F2愚,F3良,1良
290,F1愚,F2愚,F3良,1.7良
291,F1愚,F2愚,F3良,2良
292,F1愚,F2愚,F3良,α良
293,F1愚,F2愚,F3良,β良
294,F1愚,F2愚,F3良,γ良
295,F1愚,F2愚,F3良,δ良
296,F1愚,F2愚,1愚,F2愚
297,F1愚,F2愚,1愚,F3愚
298,F1愚,F2愚,1愚,F2良
299,F1愚,F2愚,1愚,F3良
300,F1愚,F2愚,1愚,1愚
301,F1愚,F2愚,1愚,1.7愚
302,F1愚,F2愚,1愚,2愚
303,F1愚,F2愚,1愚,α愚
304,F1愚,F2愚,1愚,β愚
305,F1愚,F2愚,1愚,γ愚
306,F1愚,F2愚,1愚,δ愚
307,F1愚,F2愚,1愚,1良
308,F1愚,F2愚,1愚,1.7良
309,F1愚,F2愚,1愚,2良
310,F1愚,F2愚,1愚,α良
311,F1愚,F2愚,1愚,β良
312,F1愚,F2愚,1愚,γ良
313,F1愚,F2愚,1愚,δ良
314,F1愚,F2愚,1.7愚,F2愚
315,F1愚,F2愚,1.7愚,F3愚
316,F1愚,F2愚,1.7愚,F2良
317,F1愚,F2愚,1.7愚,F3良
318,F1愚,F2愚,1.7愚,1.7愚
319,F1愚,F2愚,1.7愚,2愚
320,F1愚,F2愚,1.7愚,α愚
321,F1愚,F2愚,1.7愚,β愚
322,F1愚,F2愚,1.7愚,γ愚
323,F1愚,F2愚,1.7愚,δ愚
324,F1愚,F2愚,1.7愚,1.7良
325,F1愚,F2愚,1.7愚,2良
326,F1愚,F2愚,1.7愚,α良
327,F1愚,F2愚,1.7愚,β良
328,F1愚,F2愚,1.7愚,γ良
329,F1愚,F2愚,1.7愚,δ良
330,F1愚,F2愚,2愚,F3愚
331,F1愚,F2愚,2愚,F3良
332,F1愚,F2愚,2愚,2愚
333,F1愚,F2愚,2愚,α愚
334,F1愚,F2愚,2愚,β愚
335,F1愚,F2愚,2愚,γ愚
336,F1愚,F2愚,2愚,δ愚
337,F1愚,F2愚,2愚,2良
338,F1愚,F2愚,2愚,α良
339,F1愚,F2愚,2愚,β良
340,F1愚,F2愚,2愚,γ良
341,F1愚,F2愚,2愚,δ良
342,F1愚,F2愚,α愚,α愚
343,F1愚,F2愚,α愚,β愚
344,F1愚,F2愚,α愚,γ愚
345,F1愚,F2愚,α愚,δ愚
346,F1愚,F2愚,α愚,α良
347,F1愚,F2愚,α愚,β良
348,F1愚,F2愚,α愚,γ良
349,F1愚,F2愚,α愚,δ良
350,F1愚,F2愚,β愚,β愚
351,F1愚,F2愚,β愚,γ愚
352,F1愚,F2愚,β愚,δ愚
353,F1愚,F2愚,β愚,β良
354,F1愚,F2愚,β愚,γ良
355,F1愚,F2愚,β愚,δ良
356,F1愚,F2愚,γ愚,γ愚
357,F1愚,F2愚,γ愚,δ愚
358,F1愚,F2愚,γ愚,γ良
359,F1愚,F2愚,γ愚,δ良
360,F1愚,F2愚,δ愚,δ愚
361,F1愚,F2愚,δ愚,δ良
362,F1愚,F2愚,1良,F2愚
363,F1愚,F2愚,1良,F3愚
364,F1愚,F2愚,1良,F2良
365,F1愚,F2愚,1良,F3良
366,F1愚,F2愚,1良,1.7愚
367,F1愚,F2愚,1良,2愚
368,F1愚,F2愚,1良,α愚
369,F1愚,F2愚,1良,β愚
370,F1愚,F2愚,1良,γ愚
371,F1愚,F2愚,1良,δ愚
372,F1愚,F2愚,1良,1良
373,F1愚,F2愚,1良,1.7良
374,F1愚,F2愚,1良,2良
375,F1愚,F2愚,1良,α良
376,F1愚,F2愚,1良,β良
377,F1愚,F2愚,1良,γ良
378,F1愚,F2愚,1良,δ良
379,F1愚,F2愚,1.7良,F2愚
380,F1愚,F2愚,1.7良,F3愚
381,F1愚,F2愚,1.7良,F2良
382,F1愚,F2愚,1.7良,F3良
383,F1愚,F2愚,1.7良,2愚
384,F1愚,F2愚,1.7良,α愚
385,F1愚,F2愚,1.7良,β愚
386,F1愚,F2愚,1.7良,γ愚
387,F1愚,F2愚,1.7良,δ愚
388,F1愚,F2愚,1.7良,1.7良
389,F1愚,F2愚,1.7良,2良
390,F1愚,F2愚,1.7良,α良
391,F1愚,F2愚,1.7良,β良
392,F1愚,F2愚,1.7良,γ良
393,F1愚,F2愚,1.7良,δ良
394,F1愚,F2愚,2良,F3愚
395,F1愚,F2愚,2良,F3良
396,F1愚,F2愚,2良,α愚
397,F1愚,F2愚,2良,β愚
398,F1愚,F2愚,2良,γ愚
399,F1愚,F2愚,2良,δ愚
400,F1愚,F2愚,2良,2良
401,F1愚,F2愚,2良,α良
402,F1愚,F2愚,2良,β良
403,F1愚,F2愚,2良,γ良
404,F1愚,F2愚,2良,δ良
405,F1愚,F2愚,α良,β愚
406,F1愚,F2愚,α良,γ愚
407,F1愚,F2愚,α良,δ愚
408,F1愚,F2愚,α良,α良
409,F1愚,F2愚,α良,β良
410,F1愚,F2愚,α良,γ良
411,F1愚,F2愚,α良,δ良
412,F1愚,F2愚,β良,γ愚
413,F1愚,F2愚,β良,δ愚
414,F1愚,F2愚,β良,β良
415,F1愚,F2愚,β良,γ良
416,F1愚,F2愚,β良,δ良
417,F1愚,F2愚,γ良,δ愚
418,F1愚,F2愚,γ良,γ良
419,F1愚,F2愚,γ良,δ良
420,F1愚,F2愚,δ良,δ良
421,F1愚,F3愚,F3愚,F3愚
422,F1愚,F3愚,F3愚,F3良
423,F1愚,F3愚,F3愚,1愚
424,F1愚,F3愚,F3愚,1.7愚
425,F1愚,F3愚,F3愚,2愚
426,F1愚,F3愚,F3愚,α愚
427,F1愚,F3愚,F3愚,β愚
428,F1愚,F3愚,F3愚,γ愚
429,F1愚,F3愚,F3愚,δ愚
430,F1愚,F3愚,F3愚,1良
431,F1愚,F3愚,F3愚,1.7良
432,F1愚,F3愚,F3愚,2良
433,F1愚,F3愚,F3愚,α良
434,F1愚,F3愚,F3愚,β良
435,F1愚,F3愚,F3愚,γ良
436,F1愚,F3愚,F3愚,δ良
437,F1愚,F3愚,F3良,F3良
438,F1愚,F3愚,F3良,1愚
439,F1愚,F3愚,F3良,1.7愚
440,F1愚,F3愚,F3良,2愚
441,F1愚,F3愚,F3良,α愚
442,F1愚,F3愚,F3良,β愚
443,F1愚,F3愚,F3良,γ愚
444,F1愚,F3愚,F3良,δ愚
445,F1愚,F3愚,F3良,1良
446,F1愚,F3愚,F3良,1.7良
447,F1愚,F3愚,F3良,2良
448,F1愚,F3愚,F3良,α良
449,F1愚,F3愚,F3良,β良
450,F1愚,F3愚,F3良,γ良
451,F1愚,F3愚,F3良,δ良
452,F1愚,F3愚,1愚,F3愚
453,F1愚,F3愚,1愚,F3良
454,F1愚,F3愚,1愚,1愚
455,F1愚,F3愚,1愚,1.7愚
456,F1愚,F3愚,1愚,2愚
457,F1愚,F3愚,1愚,α愚
458,F1愚,F3愚,1愚,β愚
459,F1愚,F3愚,1愚,γ愚
460,F1愚,F3愚,1愚,δ愚
461,F1愚,F3愚,1愚,1良
462,F1愚,F3愚,1愚,1.7良
463,F1愚,F3愚,1愚,2良
464,F1愚,F3愚,1愚,α良
465,F1愚,F3愚,1愚,β良
466,F1愚,F3愚,1愚,γ良
467,F1愚,F3愚,1愚,δ良
468,F1愚,F3愚,1.7愚,F3愚
469,F1愚,F3愚,1.7愚,F3良
470,F1愚,F3愚,1.7愚,1.7愚
471,F1愚,F3愚,1.7愚,2愚
472,F1愚,F3愚,1.7愚,α愚
473,F1愚,F3愚,1.7愚,β愚
474,F1愚,F3愚,1.7愚,γ愚
475,F1愚,F3愚,1.7愚,δ愚
476,F1愚,F3愚,1.7愚,1.7良
477,F1愚,F3愚,1.7愚,2良
478,F1愚,F3愚,1.7愚,α良
479,F1愚,F3愚,1.7愚,β良
480,F1愚,F3愚,1.7愚,γ良
481,F1愚,F3愚,1.7愚,δ良
482,F1愚,F3愚,2愚,F3愚
483,F1愚,F3愚,2愚,F3良
484,F1愚,F3愚,2愚,2愚
485,F1愚,F3愚,2愚,α愚
486,F1愚,F3愚,2愚,β愚
487,F1愚,F3愚,2愚,γ愚
488,F1愚,F3愚,2愚,δ愚
489,F1愚,F3愚,2愚,2良
490,F1愚,F3愚,2愚,α良
491,F1愚,F3愚,2愚,β良
492,F1愚,F3愚,2愚,γ良
493,F1愚,F3愚,2愚,δ良
494,F1愚,F3愚,α愚,α愚
495,F1愚,F3愚,α愚,β愚
496,F1愚,F3愚,α愚,γ愚
497,F1愚,F3愚,α愚,δ愚
498,F1愚,F3愚,α愚,α良
499,F1愚,F3愚,α愚,β良
500,F1愚,F3愚,α愚,γ良
501,F1愚,F3愚,α愚,δ良
502,F1愚,F3愚,β愚,β愚
503,F1愚,F3愚,β愚,γ愚
504,F1愚,F3愚,β愚,δ愚
505,F1愚,F3愚,β愚,β良
506,F1愚,F3愚,β愚,γ良
507,F1愚,F3愚,β愚,δ良
508,F1愚,F3愚,γ愚,γ愚
509,F1愚,F3愚,γ愚,δ愚
510,F1愚,F3愚,γ愚,γ良
511,F1愚,F3愚,γ愚,δ良
512,F1愚,F3愚,δ愚,δ愚
513,F1愚,F3愚,δ愚,δ良
514,F1愚,F3愚,1良,F3愚
515,F1愚,F3愚,1良,F3良
516,F1愚,F3愚,1良,1.7愚
517,F1愚,F3愚,1良,2愚
518,F1愚,F3愚,1良,α愚
519,F1愚,F3愚,1良,β愚
520,F1愚,F3愚,1良,γ愚
521,F1愚,F3愚,1良,δ愚
522,F1愚,F3愚,1良,1良
523,F1愚,F3愚,1良,1.7良
524,F1愚,F3愚,1良,2良
525,F1愚,F3愚,1良,α良
526,F1愚,F3愚,1良,β良
527,F1愚,F3愚,1良,γ良
528,F1愚,F3愚,1良,δ良
529,F1愚,F3愚,1.7良,F3愚
530,F1愚,F3愚,1.7良,F3良
531,F1愚,F3愚,1.7良,2愚
532,F1愚,F3愚,1.7良,α愚
533,F1愚,F3愚,1.7良,β愚
534,F1愚,F3愚,1.7良,γ愚
535,F1愚,F3愚,1.7良,δ愚
536,F1愚,F3愚,1.7良,1.7良
537,F1愚,F3愚,1.7良,2良
538,F1愚,F3愚,1.7良,α良
539,F1愚,F3愚,1.7良,β良
540,F1愚,F3愚,1.7良,γ良
541,F1愚,F3愚,1.7良,δ良
542,F1愚,F3愚,2良,F3愚
543,F1愚,F3愚,2良,F3良
544,F1愚,F3愚,2良,α愚
545,F1愚,F3愚,2良,β愚
546,F1愚,F3愚,2良,γ愚
547,F1愚,F3愚,2良,δ愚
548,F1愚,F3愚,2良,2良
549,F1愚,F3愚,2良,α良
550,F1愚,F3愚,2良,β良
551,F1愚,F3愚,2良,γ良
552,F1愚,F3愚,2良,δ良
553,F1愚,F3愚,α良,β愚
554,F1愚,F3愚,α良,γ愚
555,F1愚,F3愚,α良,δ愚
556,F1愚,F3愚,α良,α良
557,F1愚,F3愚,α良,β良
558,F1愚,F3愚,α良,γ良
559,F1愚,F3愚,α良,δ良
560,F1愚,F3愚,β良,γ愚
561,F1愚,F3愚,β良,δ愚
562,F1愚,F3愚,β良,β良
563,F1愚,F3愚,β良,γ良
564,F1愚,F3愚,β良,δ良
565,F1愚,F3愚,γ良,δ愚
566,F1愚,F3愚,γ良,γ良
567,F1愚,F3愚,γ良,δ良
568,F1愚,F3愚,δ良,δ良
569,F1愚,F1良,F2愚,F2愚
570,F1愚,F1良,F2愚,F3愚
571,F1愚,F1良,F2愚,F2良
572,F1愚,F1良,F2愚,F3良
573,F1愚,F1良,F2愚,1愚
574,F1愚,F1良,F2愚,1.7愚
575,F1愚,F1良,F2愚,2愚
576,F1愚,F1良,F2愚,α愚
577,F1愚,F1良,F2愚,β愚
578,F1愚,F1良,F2愚,γ愚
579,F1愚,F1良,F2愚,δ愚
580,F1愚,F1良,F2愚,1良
581,F1愚,F1良,F2愚,1.7良
582,F1愚,F1良,F2愚,2良
583,F1愚,F1良,F2愚,α良
584,F1愚,F1良,F2愚,β良
585,F1愚,F1良,F2愚,γ良
586,F1愚,F1良,F2愚,δ良
587,F1愚,F1良,F3愚,F3愚
588,F1愚,F1良,F3愚,F3良
589,F1愚,F1良,F3愚,1愚
590,F1愚,F1良,F3愚,1.7愚
591,F1愚,F1良,F3愚,2愚
592,F1愚,F1良,F3愚,α愚
593,F1愚,F1良,F3愚,β愚
594,F1愚,F1良,F3愚,γ愚
595,F1愚,F1良,F3愚,δ愚
596,F1愚,F1良,F3愚,1良
597,F1愚,F1良,F3愚,1.7良
598,F1愚,F1良,F3愚,2良
599,F1愚,F1良,F3愚,α良
600,F1愚,F1良,F3愚,β良
601,F1愚,F1良,F3愚,γ良
602,F1愚,F1良,F3愚,δ良
603,F1愚,F1良,F1良,F2愚
604,F1愚,F1良,F1良,F3愚
605,F1愚,F1良,F1良,F1良
606,F1愚,F1良,F1良,F2良
607,F1愚,F1良,F1良,F3良
608,F1愚,F1良,F1良,1愚
609,F1愚,F1良,F1良,1.7愚
610,F1愚,F1良,F1良,2愚
611,F1愚,F1良,F1良,α愚
612,F1愚,F1良,F1良,β愚
613,F1愚,F1良,F1良,γ愚
614,F1愚,F1良,F1良,δ愚
615,F1愚,F1良,F1良,1良
616,F1愚,F1良,F1良,1.7良
617,F1愚,F1良,F1良,2良
618,F1愚,F1良,F1良,α良
619,F1愚,F1良,F1良,β良
620,F1愚,F1良,F1良,γ良
621,F1愚,F1良,F1良,δ良
622,F1愚,F1良,F2良,F3愚
623,F1愚,F1良,F2良,F2良
624,F1愚,F1良,F2良,F3良
625,F1愚,F1良,F2良,1愚
626,F1愚,F1良,F2良,1.7愚
627,F1愚,F1良,F2良,2愚
628,F1愚,F1良,F2良,α愚
629,F1愚,F1良,F2良,β愚
630,F1愚,F1良,F2良,γ愚
631,F1愚,F1良,F2良,δ愚
632,F1愚,F1良,F2良,1良
633,F1愚,F1良,F2良,1.7良
634,F1愚,F1良,F2良,2良
635,F1愚,F1良,F2良,α良
636,F1愚,F1良,F2良,β良
637,F1愚,F1良,F2良,γ良
638,F1愚,F1良,F2良,δ良
639,F1愚,F1良,F3良,F3良
640,F1愚,F1良,F3良,1愚
641,F1愚,F1良,F3良,1.7愚
642,F1愚,F1良,F3良,2愚
643,F1愚,F1良,F3良,α愚
644,F1愚,F1良,F3良,β愚
645,F1愚,F1良,F3良,γ愚
646,F1愚,F1良,F3良,δ愚
647,F1愚,F1良,F3良,1良
648,F1愚,F1良,F3良,1.7良
649,F1愚,F1良,F3良,2良
650,F1愚,F1良,F3良,α良
651,F1愚,F1良,F3良,β良
652,F1愚,F1良,F3良,γ良
653,F1愚,F1良,F3良,δ良
654,F1愚,F1良,1愚,F2愚
655,F1愚,F1良,1愚,F3愚
656,F1愚,F1良,1愚,F2良
657,F1愚,F1良,1愚,F3良
658,F1愚,F1良,1愚,1愚
659,F1愚,F1良,1愚,1.7愚
660,F1愚,F1良,1愚,2愚
661,F1愚,F1良,1愚,α愚
662,F1愚,F1良,1愚,β愚
663,F1愚,F1良,1愚,γ愚
664,F1愚,F1良,1愚,δ愚
665,F1愚,F1良,1愚,1良
666,F1愚,F1良,1愚,1.7良
667,F1愚,F1良,1愚,2良
668,F1愚,F1良,1愚,α良
669,F1愚,F1良,1愚,β良
670,F1愚,F1良,1愚,γ良
671,F1愚,F1良,1愚,δ良
672,F1愚,F1良,1.7愚,F2愚
673,F1愚,F1良,1.7愚,F3愚
674,F1愚,F1良,1.7愚,F2良
675,F1愚,F1良,1.7愚,F3良
676,F1愚,F1良,1.7愚,1.7愚
677,F1愚,F1良,1.7愚,2愚
678,F1愚,F1良,1.7愚,α愚
679,F1愚,F1良,1.7愚,β愚
680,F1愚,F1良,1.7愚,γ愚
681,F1愚,F1良,1.7愚,δ愚
682,F1愚,F1良,1.7愚,1.7良
683,F1愚,F1良,1.7愚,2良
684,F1愚,F1良,1.7愚,α良
685,F1愚,F1良,1.7愚,β良
686,F1愚,F1良,1.7愚,γ良
687,F1愚,F1良,1.7愚,δ良
688,F1愚,F1良,2愚,F3愚
689,F1愚,F1良,2愚,F3良
